Provider ID	Hospital Name	Address	City	State	ZIP Code	Hospital Type	Hospital Ownership	Hospital overall rating	Mortality national comparison	Safety of care national comparison	Readmission national comparison	Effectiveness of care national comparison
260141	UNIVERSITY OF MISSOURI HEALTH CARE	ONE HOSPITAL DRIVE	COLUMBIA	MO	65212	Acute Care Hospitals	Government - State	2	Below the national average	Below the national average	Below the national average	Same as the national average
260142	FITZGIBBON HOSPITAL	2305 S 65 HIGHWAY	MARSHALL	MO	65340	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Below the national average
260160	SOUTHEASTHEALTH CENTER OF STODDARD COUNTY	1200 N ONE MILE RD	DEXTER	MO	63841	Acute Care Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
260162	BARNES-JEWISH WEST COUNTY HOSPITAL	12634 OLIVE BOULEVARD	CREVE COEUR	MO	63141	Acute Care Hospitals	Voluntary non-profit - Private	4	Not Available	Above the national average	Same as the national average	Same as the national average
260163	PARKLAND HEALTH CENTER	1101 W LIBERTY	FARMINGTON	MO	63640	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
260175	GOLDEN VALLEY MEMORIAL HOSPITAL	1600 N 2ND ST	CLINTON	MO	64735	Acute Care Hospitals	Government - Hospital District or Authority	4	Same as the national average	Above the national average	Above the national average	Below the national average
260176	DES PERES HOSPITAL	2345 DOUGHERTY FERRY ROAD	SAINT LOUIS	MO	63122	Acute Care Hospitals	Proprietary	2	Same as the national average	Below the national average	Below the national average	Same as the national average
260177	LIBERTY HOSPITAL	2525 GLENN HENDREN DR	LIBERTY	MO	64069	Acute Care Hospitals	Government - Hospital District or Authority	3	Same as the national average	Above the national average	Below the national average	Same as the national average
260179	ST LUKES HOSPITAL	232 S WOODS MILL RD	CHESTERFIELD	MO	63017	Acute Care Hospitals	Voluntary non-profit - Private	4	Above the national average	Below the national average	Above the national average	Above the national average
260180	CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST	11133 DUNN ROAD	SAINT LOUIS	MO	63136	Acute Care Hospitals	Voluntary non-profit - Private	2	Above the national average	Same as the national average	Below the national average	Same as the national average
260183	SAINT FRANCIS MEDICAL CENTER	211 ST FRANCIS DR	CAPE GIRARDEAU	MO	63703	Acute Care Hospitals	Voluntary non-profit - Church	3	Below the national average	Below the national average	Above the national average	Same as the national average
260186	LAKE REGIONAL HEALTH SYSTEM	54 HOSPITAL DRIVE	OSAGE BEACH	MO	65065	Acute Care Hospitals	Voluntary non-profit - Other	3	Below the national average	Above the national average	Above the national average	Above the national average
260190	LEE'S SUMMIT MEDICAL CENTER	2100 SE BLUE PARKWAY	LEES SUMMIT	MO	64063	Acute Care Hospitals	Proprietary	4	Same as the national average	Above the national average	Same as the national average	Same as the national average
260191	BARNES-JEWISH ST PETERS HOSPITAL	10 HOSPITAL DR	SAINT PETERS	MO	63376	Acute Care Hospitals	Voluntary non-profit - Other	2	Same as the national average	Below the national average	Below the national average	Same as the national average
260193	ST MARY'S MEDICAL CENTER	201 NW R D MIZE RD	BLUE SPRINGS	MO	64014	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Same as the national average	Below the national average	Same as the national average
260195	CITIZENS MEMORIAL HOSPITAL	1500 N OAKLAND	BOLIVAR	MO	65613	Acute Care Hospitals	Government - Hospital District or Authority	3	Below the national average	Above the national average	Same as the national average	Same as the national average
260200	SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS	100 MEDICAL PLAZA	LAKE SAINT LOUIS	MO	63367	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
260209	FULTON MEDICAL CENTER LLC	10 SOUTH HOSPITAL DRIVE	FULTON	MO	65251	Acute Care Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
260210	ST ALEXIUS HOSPITAL	3933 S BROADWAY	SAINT LOUIS	MO	63118	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Same as the national average	Same as the national average
260214	BELTON REGIONAL MEDICAL CENTER	17065 S 71 HIGHWAY	BELTON	MO	64012	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Above the national average	Below the national average	Same as the national average
260216	SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL	100 N E SAINT LUKE'S BOULEVARD	LEES SUMMIT	MO	64086	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Above the national average	Same as the national average	Same as the national average
260219	PROGRESS WEST HOSPITAL	2 PROGRESS POINT PKWY	O FALLON	MO	63368	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
260227	BLACK RIVER COMMUNITY MEDICAL CENTER	217 PHYSICIANS PARK DRIVE	POPLAR BLUFF	MO	63901	Acute Care Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
261301	ELLETT MEMORIAL HOSPITAL	610 N OHIO AVE	APPLETON CITY	MO	64724	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
261302	MADISON MEDICAL CENTER	611 W MAIN ST	FREDERICKTOWN	MO	63645	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Not Available	Not Available
261303	COMMUNITY HOSPITAL ASSOCIATION	"26136 US HIGHWAY 59, PO BOX 107"	FAIRFAX	MO	64446	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
261305	PUTNAM COUNTY MEMORIAL HOSPITAL	"1926 OAK STREET,  PO BOX 389"	UNIONVILLE	MO	63565	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Same as the national average	Not Available
261306	SULLIVAN COUNTY MEMORIAL HOSPITAL	630 WEST THIRD STREET	MILAN	MO	63556	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
261307	PERSHING MEMORIAL HOSPITAL	130 EAST LOCKLING	BROOKFIELD	MO	64628	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
261308	WASHINGTON COUNTY MEMORIAL HOSPITAL	300 HEALTH WAY	POTOSI	MO	63664	Critical Access Hospitals	Government - Local	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
261309	WRIGHT MEMORIAL HOSPITAL	191 IOWA BOULEVARD	TRENTON	MO	64683	Critical Access Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Same as the national average	Same as the national average
261310	SCOTLAND COUNTY  HOSPITAL	450 E SIGLER AVENUE	MEMPHIS	MO	63555	Critical Access Hospitals	Government - Hospital District or Authority	2	Same as the national average	Not Available	Below the national average	Same as the national average
261311	PERRY COUNTY MEMORIAL HOSPITAL	434 NORTH WEST STREET	PERRYVILLE	MO	63775	Critical Access Hospitals	Government - Local	4	Same as the national average	Not Available	Same as the national average	Not Available
261312	HARRISON COUNTY COMMUNITY HOSPITAL	2600 MILLER STREET	BETHANY	MO	64424	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
261313	MACON COUNTY SAMARITAN MEMORIAL HOSPITAL	1205 NORTH MISSOURI ST	MACON	MO	63552	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
261314	HERMANN AREA DISTRICT HOSPITAL	509 W 18TH ST	HERMANN	MO	65041	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
261315	PARKLAND HEALTH CENTER - BONNE TERRE	7245 RAIDER ROAD	BONNE TERRE	MO	63628	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
261316	MERCY HOSPITAL AURORA	500 PORTER AVENUE	AURORA	MO	65605	Critical Access Hospitals	Voluntary non-profit - Church	Not Available	Not Available	Not Available	Same as the national average	Not Available
261317	MERCY HOSPITAL CASSVILLE	94 MAIN STREET	CASSVILLE	MO	65625	Critical Access Hospitals	Voluntary non-profit - Church	Not Available	Not Available	Not Available	Same as the national average	Not Available
261318	SALEM MEMORIAL DISTRICT HOSPITAL	"PO BOX 774,"	SALEM	MO	65560	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Same as the national average	Not Available	Below the national average	Not Available
261319	MERCY HOSPITAL LINCOLN	1000 EAST CHERRY STREET	TROY	MO	63379	Critical Access Hospitals	Government - Local	3	Same as the national average	Not Available	Same as the national average	Not Available
261320	LAFAYETTE REGIONAL HEALTH CENTER	1500 STATE STREET	LEXINGTON	MO	64067	Critical Access Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
261321	HEDRICK MEDICAL CENTER	2799 NORTH WASHINGTON STREET	CHILLICOTHE	MO	64601	Critical Access Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Same as the national average	Not Available
261322	EXCELSIOR SPRINGS HOSPITAL	1700 RAINBOW BOULEVARD	EXCELSIOR SPRINGS	MO	64024	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
261323	CEDAR COUNTY MEMORIAL HOSPITAL	1401 SOUTH PARK STREET	EL DORADO SPRINGS	MO	64744	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Not Available
261324	CASS REGIONAL MEDICAL CENTER	2800 E ROCK HAVEN ROAD	HARRISONVILLE	MO	64701	Critical Access Hospitals	Government - Local	3	Same as the national average	Not Available	Same as the national average	Same as the national average
261325	BARTON COUNTY MEMORIAL HOSPITAL	29 NW 1ST LANE	LAMAR	MO	64759	Critical Access Hospitals	Government - Local	4	Same as the national average	Not Available	Same as the national average	Not Available
261327	RAY COUNTY MEMORIAL HOSPITAL	904 WOLLARD BOULEVARD	RICHMOND	MO	64085	Critical Access Hospitals	Government - Local	Not Available	Same as the national average	Not Available	Below the national average	Not Available
261328	NORTHWEST MEDICAL CENTER	705 N COLLEGE STREET	ALBANY	MO	64402	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
261329	COX MONETT HOSPITAL	801 NORTH LINCOLN AVENUE	MONETT	MO	65708	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
261330	STE GENEVIEVE COUNTY MEMORIAL HOSPITAL	"800 STE GENEVIEVE DRIVE, PO BOX 468"	SAINTE GENEVIEVE	MO	63670	Critical Access Hospitals	Government - Hospital District or Authority	3	Same as the national average	Not Available	Same as the national average	Not Available
261331	FREEMAN NEOSHO HOSPITAL	113 WEST HICKORY STREET	NEOSHO	MO	64850	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
261332	CARROLL COUNTY MEMORIAL HOSPITAL	1502 NORTH JEFFERSON	CARROLLTON	MO	64633	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
261333	PIKE COUNTY MEMORIAL HOSPITAL	2305 WEST GEORGIA STREET	LOUISIANA	MO	63353	Critical Access Hospitals	Government - Local	3	Same as the national average	Not Available	Same as the national average	Same as the national average
261334	I-70 COMMUNITY HOSPITAL	"105 HOSPITAL DRIVE, BUILDING B"	SWEET SPRINGS	MO	65351	Critical Access Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
261335	MERCY ST FRANCIS HOSPITAL	"100 WEST HIGHWAY 60, PO BOX 82"	MOUNTAIN VIEW	MO	65548	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
261336	IRON COUNTY HOSPITAL	301 NORTH HIGHWAY 21	PILOT KNOB	MO	63663	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
261337	MISSOURI BAPTIST SULLIVAN HOSPITAL	751 SAPPINGTON BRIDGE RD	SULLIVAN	MO	63080	Critical Access Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Above the national average	Same as the national average
261338	MERCY HOSPITAL CARTHAGE	3125 DR RUSSELL SMITH WAY	CARTHAGE	MO	64836	Critical Access Hospitals	Government - Local	4	Same as the national average	Not Available	Same as the national average	Not Available
263301	ST LOUIS CHILDRENS HOSPITAL	ONE CHILDRENS PLACE	SAINT LOUIS	MO	63110	Childrens	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Not Available	Not Available
263302	CHILDRENS MERCY HOSPITAL	2401 GILLHAM ROAD	KANSAS CITY	MO	64108	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
263303	RANKEN JORDAN A PEDIATRIC REHAB	11365 DORSETT ROAD	MARYLAND HEIGHTS	MO	63043	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
263304	SHRINERS HOSPITALS FOR CHILDREN	4400 CLAYTON AVE	SAINT LOUIS	MO	63110	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
270003	ST PETER'S HOSPITAL	2475 BROADWAY	HELENA	MT	59601	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Same as the national average	Above the national average	Same as the national average
270004	BILLINGS CLINIC HOSPITAL	2800 10TH AVE N	BILLINGS	MT	59101	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
270012	BENEFIS HOSPITALS INC	1101 26TH ST S	GREAT FALLS	MT	59405	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
270014	ST PATRICK HOSPITAL	500 W BROADWAY	MISSOULA	MT	59806	Acute Care Hospitals	Voluntary non-profit - Church	4	Below the national average	Same as the national average	Above the national average	Same as the national average
270017	ST JAMES HEALTHCARE	400 S CLARK ST	BUTTE	MT	59701	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Below the national average	Above the national average	Same as the national average
270023	COMMUNITY MEDICAL CENTER	2827 FORT MISSOULA RD	MISSOULA	MT	59804	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Above the national average	Same as the national average
270032	NORTHERN MONTANA HOSPITAL	30 13TH ST	HAVRE	MT	59501	Acute Care Hospitals	Voluntary non-profit - Private	2	Same as the national average	Same as the national average	Same as the national average	Same as the national average
270049	ST VINCENT HEALTHCARE	1233 N 30TH ST	BILLINGS	MT	59101	Acute Care Hospitals	Voluntary non-profit - Church	4	Same as the national average	Below the national average	Above the national average	Same as the national average
270051	KALISPELL REGIONAL MEDICAL CENTER	310 SUNNYVIEW LANE	KALISPELL	MT	59901	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
270057	BOZEMAN HEALTH DEACONESS HOSPITAL	915 HIGHLAND BLVD	BOZEMAN	MT	59715	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Below the national average	Above the national average	Same as the national average
270074	P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET	"760 HOSPITAL CIRCLE, POST OFFICE BOX 760"	BROWNING	MT	59417	Acute Care Hospitals	Government - Federal	Not Available	Not Available	Not Available	Same as the national average	Same as the national average
270086	GREAT FALLS CLINIC HOSPITAL	3010 15TH AVENUE SOUTH	GREAT FALLS	MT	59405	Acute Care Hospitals	Proprietary	4	Not Available	Not Available	Same as the national average	Same as the national average
270087	THE HEALTHCENTER	320 SUNNYVIEW LANE	KALISPELL	MT	59901	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
270089	BIG SKY MEDICAL CENTER	334 TOWN CENTER AVE	BIG SKY	MT	59716	Acute Care Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271300	POPLAR COMMUNITY HOSPITAL	211 H ST E	POPLAR	MT	59255	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271301	FALLON MEDICAL COMPLEX HOSPITAL	202 S 4TH ST W	BAKER	MT	59313	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271302	DAHL MEMORIAL HEALTHCARE ASSOC	215 SANDY ST	EKALAKA	MT	59324	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271303	GRANITE COUNTY MEDICAL CENTER	310 SANSOME ST	PHILIPSBURG	MT	59858	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
271304	MISSOURI RIVER MEDICAL CENTER	1501 ST CHARLES ST	FORT BENTON	MT	59442	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
271305	MCCONE COUNTY HEALTH CENTER	605 SULLIVAN AVE	CIRCLE	MT	59215	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271306	MOUNTAINVIEW MEDICAL CENTER	16 W MAIN ST	WHITE SULPHUR SPRING	MT	59645	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271307	BENEFIS TETON MEDICAL CENTER	915 4TH ST NW	CHOTEAU	MT	59422	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271308	ROOSEVELT MEDICAL CENTER	818 2ND AVE E	CULBERTSON	MT	59218	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271309	PRAIRIE COMMUNITY HOSPITAL	312 S ADAMS	TERRY	MT	59349	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
271310	GARFIELD COUNTY HEALTH CENTER	332 LEAVITT AVE	JORDAN	MT	59337	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
271311	BIG SANDY MEDICAL CENTER	166 MONTANA AVE E	BIG SANDY	MT	59520	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
271312	PHILLIPS COUNTY MEDICAL CENTER	311 S 8TH AVE E	MALTA	MT	59538	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271313	PIONEER MEDICAL CENTER	301 W 7TH AVE	BIG TIMBER	MT	59011	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
271314	DEER LODGE MEDICAL CENTER	1100 HOLLENBACK LN	DEER LODGE	MT	59722	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271315	P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH	"456 GROS VENTRE AVE, RR 1"	HARLEM	MT	59526	Critical Access Hospitals	Government - Federal	Not Available	Not Available	Not Available	Not Available	Not Available
271316	FRANCES MAHON DEACONESS HOSPITAL	621 3RD ST S	GLASGOW	MT	59230	Critical Access Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
271317	LIVINGSTON HEALTHCARE	504 S 13TH ST	LIVINGSTON	MT	59047	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
271318	BARRETT HOSPITAL & HEALTHCARE	600 MT HWY 91 S	DILLON	MT	59725	Critical Access Hospitals	Government - Hospital District or Authority	4	Not Available	Not Available	Same as the national average	Same as the national average
271319	RUBY VALLEY HOSPITAL	220 E CROFOOT	SHERIDAN	MT	59749	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
271320	CABINET PEAKS MEDICAL CENTER	209 HEALTH PARK DR	LIBBY	MT	59923	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Same as the national average
271321	WHEATLAND MEMORIAL HOSPITAL	530 3RD ST NW	HARLOWTON	MT	59036	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
271322	SHERIDAN MEMORIAL HOSPTIAL	440 W LAUREL AVE	PLENTYWOOD	MT	59254	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271323	CLARK FORK VALLEY HOSPITAL	10 KRUGER RD	PLAINS	MT	59859	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
271324	PONDERA MEDICAL CENTER	805 SUNSET BLVD	CONRAD	MT	59425	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271325	ST LUKE COMMUNITY HOSPITAL	107 6TH AVE SW	RONAN	MT	59864	Critical Access Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Same as the national average	Same as the national average
271326	BEARTOOTH BILLINGS CLINIC	2525 N BROADWAY	RED LODGE	MT	59068	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271327	ROSEBUD HEALTH CARE CENTER	383 N 17TH AV	FORSYTH	MT	59327	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271328	MARIAS MEDICAL CENTER	640 PARK AVE	SHELBY	MT	59474	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
271329	MADISON VALLEY MEDICAL CENTER	305 N MAIN	ENNIS	MT	59729	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
271330	STILLWATER BILLINGS CLINIC	710 N 11TH ST	COLUMBUS	MT	59019	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271331	MINERAL COMMUNITY HOSPITAL	1208 6TH AVE E	SUPERIOR	MT	59872	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271332	GLENDIVE MEDICAL CENTER	202 PROSPECT DR	GLENDIVE	MT	59330	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
271333	BROADWATER HEALTH CENTER	110 N OAK ST	TOWNSEND	MT	59644	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271334	LIBERTY MEDICAL CENTER	315 W MADISON AVE	CHESTER	MT	59522	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271335	COMMUNITY HOSPITAL OF ANACONDA	401 W PENNSYLVANIA	ANACONDA	MT	59711	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
271336	NORTH VALLEY HOSPITAL	1600 HOSPITAL WAY	WHITEFISH	MT	59937	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Below the national average
271337	NORTHERN ROCKIES MEDICAL CENTER	802 2ND ST SE	CUT BANK	MT	59427	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271338	BIG HORN CO MEMORIAL HOSPITAL	17 N MILES	HARDIN	MT	59034	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Not Available
271339	P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE	"1010 SOUTH 7650 EAST, POST OFFICE BOX 9"	CROW AGENCY	MT	59022	Critical Access Hospitals	Government - Federal	Not Available	Not Available	Not Available	Not Available	Not Available
271340	MARCUS DALY MEMORIAL HOSPITAL - CAH	1200 WESTWOOD DR	HAMILTON	MT	59840	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
271341	TRINITY HOSPITAL	315 KNAPP ST	WOLF POINT	MT	59201	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
271342	DANIELS MEMORIAL HOSPITAL	105 5TH AVE E	SCOBEY	MT	59263	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
271343	PROVIDENCE ST JOSEPH MEDICAL CENTER	6 13TH AVE E	POLSON	MT	59860	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Same as the national average
271344	SIDNEY HEALTH CENTER	216 14TH AVE SW	SIDNEY	MT	59270	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Same as the national average
271345	CENTRAL MONTANA MEDICAL CENTER	408 WENDELL AVE	LEWISTOWN	MT	59457	Critical Access Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Same as the national average	Same as the national average
271346	ROUNDUP MEMORIAL HEALTHCARE	1202 3RD ST W	ROUNDUP	MT	59072	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
271347	HOLY ROSARY HEALTHCARE	2600 WILSON ST	MILES CITY	MT	59301	Critical Access Hospitals	Voluntary non-profit - Church	3	Same as the national average	Not Available	Same as the national average	Same as the national average
280003	BRYAN MEDICAL CENTER	1600 SOUTH 48TH ST	LINCOLN	NE	68506	Acute Care Hospitals	Voluntary non-profit - Private	4	Below the national average	Same as the national average	Above the national average	Same as the national average
280009	CHI HEALTH GOOD SAMARITAN	"P O BOX 1990, 10 EAST 31ST ST"	KEARNEY	NE	68848	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Same as the national average	Above the national average	Same as the national average
280013	THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE	987400 NEBRASKA MEDICAL CENTER	OMAHA	NE	68198	Acute Care Hospitals	Voluntary non-profit - Private	2	Same as the national average	Below the national average	Below the national average	Same as the national average
280020	CHI HEALTH ST ELIZABETH	555 SOUTH 70TH ST	LINCOLN	NE	68510	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Below the national average	Above the national average	Same as the national average
280023	CHI HEALTH ST FRANCIS	2620 WEST FAIDLEY AVE	GRAND ISLAND	NE	68803	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Below the national average	Above the national average	Same as the national average
280032	MARY LANNING HEALTHCARE	715 N ST JOSEPH AVE	HASTINGS	NE	68901	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Below the national average	Above the national average	Same as the national average
280040	METHODIST HOSPITAL	8303 DODGE ST	OMAHA	NE	68114	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Below the national average	Above the national average	Same as the national average
280060	CHI HEALTH BERGAN MERCY	7500 MERCY RD	OMAHA	NE	68124	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Above the national average	Same as the national average	Same as the national average
280061	REGIONAL WEST MEDICAL CENTER	4021 AVE B	SCOTTSBLUFF	NE	69361	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Above the national average	Above the national average	Same as the national average
280065	GREAT PLAINS HEALTH	601 WEST LEOTA ST	NORTH PLATTE	NE	69101	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
280077	FREMONT HEALTH MEDICAL CENTER	450 EAST 23RD ST	FREMONT	NE	68025	Acute Care Hospitals	Government - Local	2	Below the national average	Below the national average	Above the national average	Same as the national average
280081	CHI HEALTH IMMANUEL	6901 NORTH 72ND ST	OMAHA	NE	68122	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
280105	CHI HEALTH MIDLANDS	11111 SOUTH 84TH ST	PAPILLION	NE	68046	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
