DRG_Code,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
313, CHEST PAIN,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,2138,MA - Boston,68,"10,160.13","4,277.77","3,490.95"
313, CHEST PAIN,220008,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,2703,RI - Providence,26,"9,814.26","3,566.84","2,918.69"
313, CHEST PAIN,220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,1842,MA - Boston,78,"8,508.57","4,329.42","3,484.20"
313, CHEST PAIN,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,2138,MA - Boston,68,"9,237.10","5,385.19","4,701.20"
313, CHEST PAIN,220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,2601,MA - Boston,95,"7,252.33","4,584.86","3,615.00"
313, CHEST PAIN,220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,NORTHAMPTON,MA,1060,MA - Springfield,58,"8,069.50","3,500.81","2,278.96"
313, CHEST PAIN,220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,MA - Springfield,11,"13,453.90","3,492.00","2,574.54"
313, CHEST PAIN,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,2124,MA - Boston,38,"6,461.63","5,396.13","4,586.73"
313, CHEST PAIN,220019,HARRINGTON MEMORIAL HOSPITAL,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,MA - Worcester,23,"8,949.04","4,023.34","3,190.82"
313, CHEST PAIN,220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,2721,MA - Boston,87,"8,405.25","3,916.56","3,207.55"
313, CHEST PAIN,220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,1040,MA - Springfield,48,"8,529.85","3,655.33","2,790.08"
313, CHEST PAIN,220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,MA - Boston,113,"7,802.01","3,732.52","2,820.11"
313, CHEST PAIN,220030,WING MEMORIAL HOSPITAL AND MEDICAL CENTER,40 WRIGHT STREET,PALMER,MA,1069,MA - Springfield,79,"6,674.73","3,286.18","2,432.92"
313, CHEST PAIN,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118,MA - Boston,81,"7,741.93","6,522.46","5,772.54"
313, CHEST PAIN,220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,MA - Boston,132,"8,143.51","3,930.66","3,024.87"
313, CHEST PAIN,220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,SALEM,MA,1970,MA - Boston,116,"15,834.12","4,076.41","3,041.02"
313, CHEST PAIN,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,MA - Boston,33,"6,982.15","5,595.84","4,864.15"
313, CHEST PAIN,220046,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,PITTSFIELD,MA,1201,NY - Albany,27,"6,306.77","4,359.51","3,445.44"
313, CHEST PAIN,220049,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,MA - Worcester,28,"10,944.32","3,525.53","2,340.25"
313, CHEST PAIN,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,2302,MA - Boston,96,"10,062.22","4,424.50","3,585.28"
313, CHEST PAIN,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,MA - Boston,144,"5,614.52","3,687.08","2,837.55"
313, CHEST PAIN,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MA - Boston,132,"8,582.21","4,301.51","3,131.89"
313, CHEST PAIN,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,MA - Springfield,40,"6,243.87","3,284.00","2,328.20"
313, CHEST PAIN,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,MA - Springfield,79,"10,737.81","3,970.70","3,087.56"
313, CHEST PAIN,220067,QUINCY MEDICAL CENTER,114 WHITWELL STREET,QUINCY,MA,2169,MA - Boston,24,"8,846.54","3,751.00","3,047.50"
313, CHEST PAIN,220070,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,2176,MA - Boston,302,"6,835.98","3,818.00","2,889.56"
313, CHEST PAIN,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,MA - Boston,83,"20,504.91","5,610.30","4,374.39"
313, CHEST PAIN,220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,MA - Boston,83,"6,732.65","3,768.13","2,890.87"
313, CHEST PAIN,220074,"SOUTHCOAST HOSPITAL GROUP, INC",363 HIGHLAND AVENUE,FALL RIVER,MA,2720,MA - Boston,442,"9,519.28","4,056.01","2,944.46"
313, CHEST PAIN,220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,MA - Springfield,36,"9,277.05","4,898.63","3,706.00"
313, CHEST PAIN,220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,MA - Boston,97,"8,860.04","3,826.79","2,905.20"
313, CHEST PAIN,220082,SAINTS  MEDICAL CENTER INC,1 HOSPITAL DRIVE,LOWELL,MA,1852,MA - Boston,48,"6,994.60","3,800.00","2,979.25"
313, CHEST PAIN,220084,EMERSON HOSPITAL,OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MA - Boston,28,"10,135.25","3,422.28","2,342.92"
313, CHEST PAIN,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,MA - Boston,107,"9,975.71","5,677.17","5,022.54"
313, CHEST PAIN,220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,MA - Boston,71,"8,569.26","3,687.46","2,973.60"
313, CHEST PAIN,220095,HEYWOOD HOSPITAL,242 GREEN STREET,GARDNER,MA,1440,MA - Worcester,18,"7,055.11","4,089.72","3,401.50"
313, CHEST PAIN,220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,1432,MA - Boston,13,"8,875.30","3,424.00","2,563.07"
313, CHEST PAIN,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,MA - Boston,111,"11,304.66","3,623.14","2,736.37"
313, CHEST PAIN,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,2462,MA - Boston,63,"10,347.58","3,807.55","2,810.03"
313, CHEST PAIN,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,MA - Boston,129,"4,820.37","3,488.97","2,625.00"
313, CHEST PAIN,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,2115,MA - Boston,67,"22,368.11","5,360.83","4,325.11"
313, CHEST PAIN,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,MA - Boston,170,"5,640.84","4,175.11","3,268.70"
313, CHEST PAIN,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,MA - Boston,68,"8,774.95","6,035.55","5,353.41"
313, CHEST PAIN,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,2130,MA - Boston,74,"11,465.08","4,256.98","3,457.33"
313, CHEST PAIN,220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,2062,MA - Boston,60,"6,713.43","3,553.73","2,797.10"
313, CHEST PAIN,220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,MA - Worcester,246,"13,827.62","5,463.78","4,578.99"
313, CHEST PAIN,220171,LAHEY CLINIC HOSPITAL,41 & 45 MALL ROAD,BURLINGTON,MA,1803,MA - Boston,62,"8,864.90","4,319.00","3,521.83"
313, CHEST PAIN,220174,MERRIMACK VALLEY HOSPITAL,140 LINCOLN AVENUE,HAVERHILL,MA,1830,MA - Boston,41,"8,872.12","3,659.73","2,652.68"
313, CHEST PAIN,220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MA - Boston,88,"7,493.07","3,750.72","2,909.72"
313, CHEST PAIN,220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,1608,MA - Worcester,57,"7,589.08","4,250.45","3,486.50"
313, CHEST PAIN,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,164,"10,065.63","3,255.76","2,270.99"
313, CHEST PAIN,230004,"MERCY HEALTH PARTNERS, MERCY CAMPUS",1500 E SHERMAN BOULEVARD,MUSKEGON,MI,49444,MI - Muskegon,133,"8,508.96","3,475.79","2,503.20"
313, CHEST PAIN,230005,EMMA L BIXBY MEDICAL CENTER,818 RIVERSIDE AVENUE,ADRIAN,MI,49221,MI - Ann Arbor,31,"17,974.77","3,334.90","1,999.12"
313, CHEST PAIN,230013,DOCTORS' HOSPITAL OF MICHIGAN,461 W HURON ST,PONTIAC,MI,48341,MI - Pontiac,11,"8,529.27","4,252.54","3,329.27"
313, CHEST PAIN,230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,MI,49007,MI - Kalamazoo,75,"12,418.06","4,170.82","3,414.80"
313, CHEST PAIN,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,242,"12,067.71","4,137.00","3,259.80"
313, CHEST PAIN,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,156,"11,936.63","3,989.60","3,152.78"
313, CHEST PAIN,230021,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,MI,49085,MI - St. Joseph,83,"5,841.28","3,731.30","2,335.92"
313, CHEST PAIN,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,102,"10,619.18","4,984.23","4,099.25"
313, CHEST PAIN,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,68,"11,845.23","4,376.32","3,362.95"
313, CHEST PAIN,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,18,"7,493.33","4,398.44","3,647.33"
313, CHEST PAIN,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,17,"7,458.23","3,065.11","2,205.11"
313, CHEST PAIN,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,MI,48838,MI - Grand Rapids,13,"7,693.92","3,422.00","2,638.30"
313, CHEST PAIN,230036,ALPENA REGIONAL MEDICAL CENTER,1501 W CHISHOLM ST,ALPENA,MI,49707,MI - Saginaw,18,"13,662.66","3,787.00","3,037.66"
313, CHEST PAIN,230037,HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,HILLSDALE,MI,49242,MI - Kalamazoo,12,"7,060.66","3,524.25","2,489.25"
313, CHEST PAIN,230038,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,MI - Grand Rapids,145,"8,366.76","4,094.05","3,124.06"
313, CHEST PAIN,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,108,"11,669.76","3,279.12","2,282.27"
313, CHEST PAIN,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,117,"15,238.89","5,581.05","4,535.60"
313, CHEST PAIN,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,136,"9,070.30","3,545.16","2,479.34"
313, CHEST PAIN,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,89,"12,208.83","5,184.83","4,343.66"
313, CHEST PAIN,230054,MARQUETTE GENERAL HOSPITAL,420 W MAGNETIC,MARQUETTE,MI,49855,MI - Marquette,18,"9,179.66","3,938.38","3,122.61"
313, CHEST PAIN,230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,WI - Green Bay,11,"7,737.81","3,219.00","2,613.18"
313, CHEST PAIN,230058,MERCY HOSPITAL - GRAYLING,1100 E MICHIGAN AVE,GRAYLING,MI,49738,MI - Traverse City,33,"9,879.84","3,544.00","2,626.54"
313, CHEST PAIN,230059,SAINT MARY'S HEALTH CARE,200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503,MI - Grand Rapids,42,"7,647.35","4,077.83","3,272.30"
313, CHEST PAIN,230066,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",1700 CLINTON STREET,MUSKEGON,MI,49442,MI - Muskegon,34,"9,403.14","3,643.64","2,337.00"
313, CHEST PAIN,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,25,"11,868.08","3,708.16","2,988.80"
313, CHEST PAIN,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,202,"11,279.76","3,531.14","2,651.86"
313, CHEST PAIN,230072,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,HOLLAND,MI,49423,MI - Grand Rapids,12,"10,037.66","3,390.00","2,635.33"
313, CHEST PAIN,230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,MI - Kalamazoo,47,"7,584.40","3,523.85","2,591.93"
313, CHEST PAIN,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,50,"11,989.46","3,515.00","2,771.72"
313, CHEST PAIN,230081,MERCY HOSPITAL - CADILLAC,400 HOBART ST,CADILLAC,MI,49601,MI - Grand Rapids,18,"10,258.72","3,362.33","2,035.88"
313, CHEST PAIN,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,67,"12,518.07","3,350.71","2,408.38"
313, CHEST PAIN,230092,ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,MI,49201,MI - Ann Arbor,103,"16,352.73","3,286.68","2,509.61"
313, CHEST PAIN,230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,MI - Traverse City,107,"11,228.22","3,882.98","2,844.73"
313, CHEST PAIN,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,88,"11,177.10","3,329.37","2,479.05"
313, CHEST PAIN,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,74,"10,446.05","5,819.93","5,043.87"
313, CHEST PAIN,230105,NORTHERN MICHIGAN REGIONAL HOSPITAL,416 CONNABLE AVE,PETOSKEY,MI,49770,MI - Petoskey,35,"9,953.45","3,637.00","2,736.88"
313, CHEST PAIN,230106,SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,FREMONT,MI,49412,MI - Grand Rapids,12,"8,850.00","3,540.66","2,694.33"
313, CHEST PAIN,230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,KALAMAZOO,MI,49048,MI - Kalamazoo,207,"11,814.71","3,899.67","3,014.92"
313, CHEST PAIN,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,13,"13,213.38","3,396.00","2,530.15"
313, CHEST PAIN,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,252,"17,161.61","4,204.11","3,160.37"
313, CHEST PAIN,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,44,"15,836.47","5,331.86","4,565.86"
313, CHEST PAIN,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,120,"11,373.98","4,032.31","3,185.50"
313, CHEST PAIN,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,43,"13,053.67","3,524.06","2,703.74"
313, CHEST PAIN,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,109,"10,424.89","3,511.94","2,628.61"
313, CHEST PAIN,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,234,"9,161.17","4,563.86","3,612.39"
313, CHEST PAIN,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,123,"12,605.59","3,961.17","2,557.31"
313, CHEST PAIN,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,139,"15,664.19","4,505.01","3,522.51"
313, CHEST PAIN,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,87,"13,138.82","3,834.33","3,060.26"
313, CHEST PAIN,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,55,"11,048.76","3,619.41","2,827.78"
313, CHEST PAIN,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,32,"13,914.18","3,199.46","2,402.68"
313, CHEST PAIN,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,218,"13,770.05","3,698.38","2,774.88"
313, CHEST PAIN,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,64,"12,090.18","4,222.75","3,324.18"
313, CHEST PAIN,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,23,"13,477.69","5,370.26","4,539.13"
313, CHEST PAIN,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,164,"10,077.16","3,248.38","2,347.10"
313, CHEST PAIN,230217,OAKLAWN HOSPITAL,200 N MADISON,MARSHALL,MI,49068,MI - Kalamazoo,30,"12,598.06","3,287.00","2,314.46"
313, CHEST PAIN,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,30,"8,010.20","3,699.73","2,798.40"
313, CHEST PAIN,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,94,"8,426.09","3,674.10","2,868.67"
313, CHEST PAIN,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,161,"13,984.96","4,125.37","3,224.96"
313, CHEST PAIN,230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,MI - Grand Rapids,32,"11,811.78","3,925.21","3,015.46"
313, CHEST PAIN,230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MA,MI,49783,MI - Petoskey,19,"9,247.84","4,318.00","3,434.42"
313, CHEST PAIN,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,50,"7,903.36","4,248.14","2,966.94"
313, CHEST PAIN,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,42,"14,465.42","3,518.19","2,688.76"
313, CHEST PAIN,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,285,"15,154.47","3,466.31","2,445.83"
313, CHEST PAIN,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,25,"13,941.96","3,407.20","2,465.28"
313, CHEST PAIN,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,85,"12,532.95","5,425.38","4,616.77"
313, CHEST PAIN,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,19,"10,674.94","3,367.52","2,163.15"
313, CHEST PAIN,240001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,MN - Minneapolis,116,"12,637.37","3,669.48","2,763.21"
313, CHEST PAIN,240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 E 3RD ST,DULUTH,MN,55805,MN - Duluth,88,"9,530.53","3,796.94","2,706.65"
313, CHEST PAIN,240004,HENNEPIN COUNTY MEDICAL CENTER,701 PARK AVENUE,MINNEAPOLIS,MN,55415,MN - Minneapolis,40,"13,506.00","6,550.57","5,988.97"
313, CHEST PAIN,240010,MAYO CLINIC - SAINT MARYS HOSPITAL,1216 SECOND STREET WEST,ROCHESTER,MN,55902,MN - Rochester,125,"12,338.84","5,147.00","3,641.50"
313, CHEST PAIN,240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD,CAMBRIDGE,MN,55008,MN - Minneapolis,15,"14,807.80","3,569.00","2,596.46"
313, CHEST PAIN,240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,MN - St. Cloud,173,"12,985.98","4,271.00","3,288.54"
313, CHEST PAIN,240038,UNITED HOSPITAL,333 NORTH SMITH,SAINT PAUL,MN,55102,MN - St. Paul,127,"15,714.75","3,938.57","2,726.27"
313, CHEST PAIN,240044,WINONA HEALTH SERVICES,855 MANKATO AVENUE,WINONA,MN,55987,WI - La Crosse,13,"7,247.76","4,210.00","2,589.69"
313, CHEST PAIN,240047,ST LUKES HOSPITAL,915 E 1ST ST,DULUTH,MN,55805,MN - Duluth,17,"9,771.29","3,631.58","2,708.76"
313, CHEST PAIN,240050,FAIRVIEW LAKES  HEALTH SERVICES,5200 FAIRVIEW BOULEVARD,WYOMING,MN,55092,MN - Minneapolis,19,"11,111.94","3,718.94","2,403.63"
313, CHEST PAIN,240052,LAKE REGION HEALTHCARE CORPORATION,712 SOUTH CASCADE,FERGUS FALLS,MN,56537,ND - Fargo/Moorhead MN,15,"9,178.80","3,156.00","2,328.00"
313, CHEST PAIN,240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PAR,MN,55426,MN - Minneapolis,63,"7,351.87","3,573.38","2,435.26"
313, CHEST PAIN,240056,RIDGEVIEW MEDICAL CENTER,500 SOUTH MAPLE STREET,WACONIA,MN,55387,MN - Minneapolis,16,"9,835.37","3,278.00","2,645.25"
313, CHEST PAIN,240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,MN - Minneapolis,98,"20,919.77","3,800.71","2,743.01"
313, CHEST PAIN,240063,ST JOSEPH'S HOSPITAL,45 WEST 10TH STREET,SAINT PAUL,MN,55102,MN - St. Paul,68,"14,536.66","4,699.10","2,634.58"
313, CHEST PAIN,240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,523 NORTH 3RD STREET,BRAINERD,MN,56401,MN - Minneapolis,41,"8,027.80","3,611.00","2,679.29"
313, CHEST PAIN,240076,BUFFALO HOSPITAL,303 CATLIN ST,BUFFALO,MN,55313,MN - Minneapolis,22,"12,101.81","3,637.54","2,770.09"
313, CHEST PAIN,240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,MN - Minneapolis,30,"15,753.86","3,377.10","2,355.06"
313, CHEST PAIN,240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55454,MN - Minneapolis,15,"18,501.60","5,309.33","4,286.93"
313, CHEST PAIN,240084,VIRGINIA REGIONAL MEDICAL CENTER,901 9TH STREET NORTH,VIRGINIA,MN,55792,MN - Duluth,12,"9,740.00","3,841.33","3,097.33"
313, CHEST PAIN,240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,1025 MARSH STREET BOX 8673,MANKATO,MN,56002,MN - Minneapolis,28,"10,198.32","3,610.35","2,787.85"
313, CHEST PAIN,240100,SANFORD BEMIDJI MEDICAL CENTER,1300 ANNE ST NW,BEMIDJI,MN,56601,ND - Fargo/Moorhead MN,18,"9,815.00","3,465.66","2,587.00"
313, CHEST PAIN,240101,ESSENTIA HEALTH ST MARYS,1027 WASHINGTON AVE,DETROIT LAKES,MN,56501,ND - Fargo/Moorhead MN,14,"8,027.07","4,693.00","3,725.00"
313, CHEST PAIN,240104,ST FRANCIS REGIONAL MEDICAL CENTER,1455 ST FRANCIS AVENUE,SHAKOPEE,MN,55379,MN - Minneapolis,27,"11,525.81","3,368.77","2,576.92"
313, CHEST PAIN,240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,MN - St. Paul,86,"14,093.97","4,650.10","3,716.37"
313, CHEST PAIN,240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433,MN - Minneapolis,119,"15,958.19","3,453.48","2,524.25"
313, CHEST PAIN,240132,UNITY HOSPITAL,550 OSBORNE ROAD,FRIDLEY,MN,55432,MN - Minneapolis,45,"18,889.53","3,961.60","2,470.13"
313, CHEST PAIN,240207,FAIRVIEW RIDGES HOSPITAL,201 EAST NICOLLET BOULEVARD,BURNSVILLE,MN,55337,MN - Minneapolis,17,"14,715.00","3,693.17","2,599.05"
313, CHEST PAIN,240210,HEALTHEAST ST JOHN'S HOSPITAL,1575 BEAM AVENUE,MAPLEWOOD,MN,55109,MN - St. Paul,73,"14,853.27","3,655.61","2,569.65"
313, CHEST PAIN,240213,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,WOODBURY,MN,55125,MN - St. Paul,25,"15,078.84","5,017.92","2,231.76"
313, CHEST PAIN,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,2500 N STATE ST,JACKSON,MS,39216,MS - Jackson,12,"11,915.83","4,582.50","4,118.83"
313, CHEST PAIN,250004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER,TUPELO,MS,38801,MS - Tupelo,60,"10,407.46","3,376.81","2,325.86"
