ZIP,City/Location Name,STATE,Zip Code Designation
76834,Coleman,TX,Low Income Area/HPSA
77840,College Station,TX,Low Income Area
77845,College Station,TX,HPSA
76233,Collinsville,TX,HPSA
75938,Colmesneil,TX,Low Income Area/HPSA
79512,Colorado City,TX,Low Income Area/HPSA
78934,Columbus,TX,Low Income Area/HPSA
76442,Comanche,TX,Low Income Area
78013,Comfort,TX,Low Income Area
75428,Commerce,TX,Low Income Area/HPSA
75431,Como,TX,Low Income Area
78837,Comstock,TX,HPSA
78838,Concan,TX,Low Income Area/HPSA
78349,Concepcion,TX,Low Income Area/HPSA
77850,Concord,TX,Low Income Area/HPSA
77301,Conroe,TX,Low Income Area/HPSA
77302,Conroe,TX,Low Income Area/HPSA
77303,Conroe,TX,Low Income Area/HPSA
77306,Conroe,TX,Low Income Area/HPSA
75558,Cookville,TX,Low Income Area/HPSA
76635,Coolidge,TX,Low Income Area
75432,Cooper,TX,Low Income Area/HPSA
76522,Copperas Cove,TX,Low Income Area/HPSA
78415,Corpus Christi,TX,Low Income Area/HPSA
78401,Corpus Christi,TX,Low Income Area
78402,Corpus Christi,TX,Low Income Area
78404,Corpus Christi,TX,Low Income Area
78405,Corpus Christi,TX,Low Income Area
78406,Corpus Christi,TX,Low Income Area
78407,Corpus Christi,TX,Low Income Area
78408,Corpus Christi,TX,Low Income Area
78409,Corpus Christi,TX,Low Income Area
78411,Corpus Christi,TX,Low Income Area
78412,Corpus Christi,TX,Low Income Area
78416,Corpus Christi,TX,Low Income Area
78417,Corpus Christi,TX,Low Income Area
78418,Corpus Christi,TX,Low Income Area
78419,Corpus Christi,TX,Low Income Area
78413,Corpus Christi,TX,HPSA
78414,Corpus Christi,TX,HPSA
75939,Corrigan,TX,Low Income Area/HPSA
75109,Corsicana,TX,Low Income Area/HPSA
75110,Corsicana,TX,Low Income Area/HPSA
78614,Cost,TX,Low Income Area/HPSA
78014,Cotulla,TX,Low Income Area/HPSA
76636,Covington,TX,Low Income Area/HPSA
79730,Coyanosa,TX,HPSA
79731,Crane,TX,Low Income Area/HPSA
76637,Cranfills Gap,TX,HPSA
76638,Crawford,TX,HPSA
75835,Crockett,TX,Low Income Area/HPSA
77532,Crosby,TX,Low Income Area
79322,Crosbyton,TX,Low Income Area/HPSA
76443,Cross Plains,TX,Low Income Area/HPSA
79227,Crowell,TX,Low Income Area/HPSA
78839,Crystal City,TX,Low Income Area/HPSA
77954,Cuero,TX,Low Income Area
75433,Cumby,TX,Low Income Area
75760,Cushing,TX,Low Income Area/HPSA
78850,D Hanis,TX,Low Income Area/HPSA
75638,Daingerfield,TX,Low Income Area/HPSA
78616,Dale,TX,Low Income Area/HPSA
79022,Dalhart,TX,Low Income Area/HPSA
75203,Dallas,TX,Low Income Area/HPSA
75208,Dallas,TX,Low Income Area/HPSA
75210,Dallas,TX,Low Income Area/HPSA
75211,Dallas,TX,Low Income Area/HPSA
75212,Dallas,TX,Low Income Area/HPSA
75215,Dallas,TX,Low Income Area/HPSA
75216,Dallas,TX,Low Income Area/HPSA
75217,Dallas,TX,Low Income Area/HPSA
75223,Dallas,TX,Low Income Area/HPSA
75224,Dallas,TX,Low Income Area/HPSA
75226,Dallas,TX,Low Income Area/HPSA
75227,Dallas,TX,Low Income Area/HPSA
75228,Dallas,TX,Low Income Area/HPSA
75232,Dallas,TX,Low Income Area/HPSA
75241,Dallas,TX,Low Income Area/HPSA
75253,Dallas,TX,Low Income Area/HPSA
75204,Dallas,TX,Low Income Area
75206,Dallas,TX,Low Income Area
75207,Dallas,TX,Low Income Area
75219,Dallas,TX,Low Income Area
75220,Dallas,TX,Low Income Area
75229,Dallas,TX,Low Income Area
75231,Dallas,TX,Low Income Area
75233,Dallas,TX,Low Income Area
75234,Dallas,TX,Low Income Area
75235,Dallas,TX,Low Income Area
75236,Dallas,TX,Low Income Area
75237,Dallas,TX,Low Income Area
75238,Dallas,TX,Low Income Area
75240,Dallas,TX,Low Income Area
75243,Dallas,TX,Low Income Area
75246,Dallas,TX,Low Income Area
75247,Dallas,TX,Low Income Area
75254,Dallas,TX,Low Income Area
75201,Dallas,TX,HPSA
75202,Dallas,TX,HPSA
77430,Damon,TX,Low Income Area
77432,Danevang,TX,Low Income Area/HPSA
76523,Davilla,TX,Low Income Area/HPSA
76639,Dawson,TX,Low Income Area/HPSA
77535,Dayton,TX,Low Income Area/HPSA
75639,De Berry,TX,Low Income Area/HPSA
75559,De Kalb,TX,Low Income Area
76444,De Leon,TX,Low Income Area/HPSA
76234,Decatur,TX,HPSA
78840,Del Rio,TX,Low Income Area/HPSA
78617,Del Valle,TX,Low Income Area/HPSA
79837,Dell City,TX,Low Income Area/HPSA
78536,Delmita,TX,Low Income Area/HPSA
75020,Denison,TX,Low Income Area/HPSA
75021,Denison,TX,Low Income Area/HPSA
76201,Denton,TX,Low Income Area
76205,Denton,TX,Low Income Area
76207,Denton,TX,Low Income Area
76208,Denton,TX,Low Income Area
76209,Denton,TX,Low Income Area
79323,Denver City,TX,Low Income Area/HPSA
75435,Deport,TX,Low Income Area/HPSA
76445,Desdemona,TX,Low Income Area/HPSA
75436,Detroit,TX,Low Income Area/HPSA
77538,Devers,TX,Low Income Area/HPSA
78016,Devine,TX,Low Income Area/HPSA
77614,Deweyville,TX,Low Income Area/HPSA
75640,Diana,TX,Low Income Area/HPSA
75941,Diboll,TX,Low Income Area/HPSA
79229,Dickens,TX,Low Income Area/HPSA
77539,Dickinson,TX,Low Income Area
75437,Dike,TX,Low Income Area
78017,Dilley,TX,Low Income Area/HPSA
77853,Dime Box,TX,HPSA
79027,Dimmitt,TX,Low Income Area/HPSA
75438,Dodd City,TX,Low Income Area/HPSA
79230,Dodson,TX,Low Income Area/HPSA
75838,Donie,TX,Low Income Area/HPSA
78537,Donna,TX,Low Income Area
76836,Doole,TX,HPSA
75943,Douglass,TX,Low Income Area/HPSA
75560,Douglassville,TX,Low Income Area/HPSA
78619,Driftwood,TX,HPSA
78620,Dripping Springs,TX,HPSA
78620,Dripping Springs,TX,HPSA
78851,Dryden,TX,Low Income Area/HPSA
76446,Dublin,TX,Low Income Area
79029,Dumas,TX,Low Income Area/HPSA
75116,Duncanville,TX,Low Income Area
79607,Dyess AFB,TX,Low Income Area
77434,Eagle Lake,TX,Low Income Area/HPSA
78852,Eagle Pass,TX,Low Income Area/HPSA
76802,Early,TX,Low Income Area
79031,Earth,TX,Low Income Area/HPSA
77435,East Bernard,TX,HPSA
76448,Eastland,TX,Low Income Area/HPSA
78111,Ecleto,TX,HPSA
75439,Ector,TX,Low Income Area/HPSA
78538,Edcouch,TX,Low Income Area
76524,Eddy,TX,Low Income Area/HPSA
76837,Eden,TX,Low Income Area
75117,Edgewood,TX,Low Income Area/HPSA
78539,Edinburg,TX,Low Income Area
78541,Edinburg,TX,Low Income Area
78542,Edinburg,TX,Low Income Area
77957,Edna,TX,Low Income Area/HPSA
77437,El Campo,TX,Low Income Area/HPSA
79903,El Paso,TX,Low Income Area/HPSA
79904,El Paso,TX,Low Income Area/HPSA
79905,El Paso,TX,Low Income Area/HPSA
79906,El Paso,TX,Low Income Area/HPSA
79907,El Paso,TX,Low Income Area/HPSA
79912,El Paso,TX,Low Income Area/HPSA
79915,El Paso,TX,Low Income Area/HPSA
79916,El Paso,TX,Low Income Area/HPSA
79924,El Paso,TX,Low Income Area/HPSA
79925,El Paso,TX,Low Income Area/HPSA
79927,El Paso,TX,Low Income Area/HPSA
79928,El Paso,TX,Low Income Area/HPSA
79930,El Paso,TX,Low Income Area/HPSA
79932,El Paso,TX,Low Income Area/HPSA
79934,El Paso,TX,Low Income Area/HPSA
79938,El Paso,TX,Low Income Area/HPSA
79901,El Paso,TX,Low Income Area
79902,El Paso,TX,Low Income Area
79935,El Paso,TX,Low Income Area
79936,El Paso,TX,Low Income Area
79968,El Paso,TX,Low Income Area
79922,El Paso,TX,HPSA
76936,Eldorado,TX,Low Income Area/HPSA
76360,Electra,TX,Low Income Area/HPSA
78621,Elgin,TX,Low Income Area/HPSA
75839,Elkhart,TX,Low Income Area
78938,Ellinger,TX,HPSA
76640,Elm Mott,TX,Low Income Area
77440,Elmaton,TX,Low Income Area
78112,Elmendorf,TX,Low Income Area/HPSA
75440,Emory,TX,Low Income Area/HPSA
78019,Encinal,TX,Low Income Area/HPSA
78353,Encino,TX,Low Income Area/HPSA
75119,Ennis,TX,Low Income Area/HPSA
79324,Enochs,TX,Low Income Area/HPSA
76937,Eola,TX,Low Income Area
75944,Etoile,TX,Low Income Area/HPSA
76040,Euless,TX,Low Income Area
75124,Eustace,TX,Low Income Area/HPSA
76525,Evant,TX,HPSA
75840,Fairfield,TX,HPSA
78355,Falfurrias,TX,Low Income Area/HPSA
78113,Falls City,TX,HPSA
78113,Falls City,TX,HPSA
78113,Falls City,TX,HPSA
75442,Farmersville,TX,HPSA
79325,Farwell,TX,Low Income Area/HPSA
78940,Fayetteville,TX,HPSA
78940,Fayetteville,TX,HPSA
78940,Fayetteville,TX,HPSA
75125,Ferris,TX,Low Income Area
79326,Fieldton,TX,Low Income Area/HPSA
76526,Flat,TX,HPSA
78941,Flatonia,TX,Low Income Area/HPSA
79234,Flomot,TX,Low Income Area/HPSA
76527,Florence,TX,HPSA
78114,Floresville,TX,Low Income Area/HPSA
79235,Floydada,TX,Low Income Area
79517,Fluvanna,TX,HPSA
79517,Fluvanna,TX,HPSA
79034,Follett,TX,HPSA
76239,Forestburg,TX,Low Income Area
76041,Forreston,TX,Low Income Area
79734,Fort Davis,TX,Low Income Area/HPSA
79839,Fort Hancock,TX,Low Income Area/HPSA
76841,Fort MC Kavett,TX,Low Income Area/HPSA
79735,Fort Stockton,TX,Low Income Area/HPSA
76105,Fort Worth,TX,Low Income Area/HPSA
76112,Fort Worth,TX,Low Income Area/HPSA
76119,Fort Worth,TX,Low Income Area/HPSA
76102,Fort Worth,TX,Low Income Area
76103,Fort Worth,TX,Low Income Area
76104,Fort Worth,TX,Low Income Area
76106,Fort Worth,TX,Low Income Area
76107,Fort Worth,TX,Low Income Area
76110,Fort Worth,TX,Low Income Area
76111,Fort Worth,TX,Low Income Area
76114,Fort Worth,TX,Low Income Area
76115,Fort Worth,TX,Low Income Area
76116,Fort Worth,TX,Low Income Area
76120,Fort Worth,TX,Low Income Area
76122,Fort Worth,TX,Low Income Area
76133,Fort Worth,TX,Low Income Area
76134,Fort Worth,TX,Low Income Area
76135,Fort Worth,TX,Low Income Area
76140,Fort Worth,TX,Low Income Area
76164,Fort Worth,TX,Low Income Area
78021,Fowlerton,TX,Low Income Area/HPSA
77856,Franklin,TX,Low Income Area/HPSA
75763,Frankston,TX,Low Income Area/HPSA
77616,Fred,TX,Low Income Area/HPSA
78624,Fredericksburg,TX,HPSA
76842,Fredonia,TX,HPSA
77541,Freeport,TX,Low Income Area
78357,Freer,TX,Low Income Area/HPSA
79035,Friona,TX,Low Income Area/HPSA
79036,Fritch,TX,Low Income Area/HPSA
76641,Frost,TX,HPSA
75127,Fruitvale,TX,Low Income Area/HPSA
79738,Gail,TX,HPSA
76240,Gainesville,TX,Low Income Area/HPSA
77547,Galena Park,TX,Low Income Area/HPSA
77550,Galveston,TX,Low Income Area
77551,Galveston,TX,Low Income Area
77962,Ganado,TX,HPSA
78547,Garciasville,TX,Low Income Area/HPSA
79739,Garden City,TX,HPSA
79758,Gardendale,TX,Low Income Area
75040,Garland,TX,Low Income Area
75041,Garland,TX,Low Income Area
75042,Garland,TX,Low Income Area
75043,Garland,TX,Low Income Area
75946,Garrison,TX,Low Income Area/HPSA
77442,Garwood,TX,Low Income Area/HPSA
75643,Gary,TX,Low Income Area/HPSA
76528,Gatesville,TX,Low Income Area/HPSA
78022,George West,TX,Low Income Area/HPSA
78626,Georgetown,TX,Low Income Area
78942,Giddings,TX,Low Income Area/HPSA
78116,Gillett,TX,HPSA
75644,Gilmer,TX,Low Income Area
75645,Gilmer,TX,Low Income Area
79518,Girard,TX,Low Income Area/HPSA
75647,Gladewater,TX,Low Income Area
78943,Glidden,TX,Low Income Area/HPSA
79519,Goldsboro,TX,Low Income Area/HPSA
79741,Goldsmith,TX,Low Income Area
76844,Goldthwaite,TX,Low Income Area/HPSA
77963,Goliad,TX,HPSA
78629,Gonzales,TX,Low Income Area/HPSA
76908,Goodfellow AFB,TX,Low Income Area
77335,Goodrich,TX,Low Income Area/HPSA
76453,Gordon,TX,HPSA
76245,Gordonville,TX,Low Income Area/HPSA
76363,Goree,TX,Low Income Area/HPSA
76454,Gorman,TX,Low Income Area/HPSA
76845,Gouldbusk,TX,Low Income Area/HPSA
76449,Graford,TX,Low Income Area/HPSA
76450,Graham,TX,Low Income Area/HPSA
76048,Granbury,TX,Low Income Area
75050,Grand Prairie,TX,Low Income Area/HPSA
75051,Grand Prairie,TX,Low Income Area/HPSA
75052,Grand Prairie,TX,HPSA
75140,Grand Saline,TX,Low Income Area/HPSA
79742,Grandfalls,TX,Low Income Area/HPSA
76050,Grandview,TX,HPSA
76530,Granger,TX,Low Income Area
75844,Grapeland,TX,Low Income Area/HPSA
75401,Greenville,TX,Low Income Area/HPSA
75402,Greenville,TX,HPSA
76642,Groesbeck,TX,Low Income Area
79039,Groom,TX,HPSA
79039,Groom,TX,HPSA
77619,Groves,TX,Low Income Area
75845,Groveton,TX,Low Income Area/HPSA
78548,Grulla,TX,Low Income Area/HPSA
79040,Gruver,TX,Low Income Area/HPSA
78360,Guerra,TX,Low Income Area/HPSA
75058,Gunter,TX,HPSA
76455,Gustine,TX,Low Income Area
77444,Guy,TX,Low Income Area
79041,Hale Center,TX,Low Income Area
77964,Hallettsville,TX,Low Income Area/HPSA
75650,Hallsville,TX,HPSA
76117,Haltom City,TX,Low Income Area
79520,Hamlin,TX,Low Income Area/HPSA
77622,Hamshire,TX,Low Income Area
77560,Hankamer,TX,Low Income Area/HPSA
79042,Happy,TX,HPSA
78549,Hargill,TX,Low Income Area
75651,Harleton,TX,Low Income Area/HPSA
78550,Harlingen,TX,Low Income Area
78552,Harlingen,TX,Low Income Area
76364,Harrold,TX,Low Income Area/HPSA
79043,Hart,TX,Low Income Area/HPSA
78632,Harwood,TX,Low Income Area/HPSA
79521,Haskell,TX,Low Income Area/HPSA
76052,Haslet,TX,HPSA
75765,Hawkins,TX,Low Income Area
79525,Hawley,TX,HPSA
77859,Hearne,TX,Low Income Area/HPSA
78361,Hebbronville,TX,Low Income Area/HPSA
79237,Hedley,TX,Low Income Area/HPSA
78023,Helotes,TX,HPSA
78023,Helotes,TX,HPSA
75948,Hemphill,TX,Low Income Area/HPSA
77445,Hempstead,TX,Low Income Area/HPSA
75652,Henderson,TX,Low Income Area/HPSA
75654,Henderson,TX,Low Income Area/HPSA
76365,Henrietta,TX,Low Income Area/HPSA
79045,Hereford,TX,Low Income Area/HPSA
79526,Hermleigh,TX,Low Income Area/HPSA
76848,Hext,TX,Low Income Area/HPSA
76457,Hico,TX,Low Income Area
78557,Hidalgo,TX,Low Income Area
79046,Higgins,TX,HPSA
77562,Highlands,TX,Low Income Area
77624,Hillister,TX,Low Income Area/HPSA
76645,Hillsboro,TX,Low Income Area/HPSA
77563,Hitchcock,TX,Low Income Area
78117,Hobson,TX,HPSA
77447,Hockley,TX,Low Income Area/HPSA
76366,Holliday,TX,HPSA
78861,Hondo,TX,Low Income Area/HPSA
75446,Honey Grove,TX,Low Income Area/HPSA
75561,Hooks,TX,Low Income Area
78657,Horseshoe Bay,TX,HPSA
77002,Houston,TX,Low Income Area/HPSA
77003,Houston,TX,Low Income Area/HPSA
77004,Houston,TX,Low Income Area/HPSA
77009,Houston,TX,Low Income Area/HPSA
77011,Houston,TX,Low Income Area/HPSA
77012,Houston,TX,Low Income Area/HPSA
77015,Houston,TX,Low Income Area/HPSA
77016,Houston,TX,Low Income Area/HPSA
77017,Houston,TX,Low Income Area/HPSA
77020,Houston,TX,Low Income Area/HPSA
77021,Houston,TX,Low Income Area/HPSA
77022,Houston,TX,Low Income Area/HPSA
77023,Houston,TX,Low Income Area/HPSA
77026,Houston,TX,Low Income Area/HPSA
77028,Houston,TX,Low Income Area/HPSA
77029,Houston,TX,Low Income Area/HPSA
77032,Houston,TX,Low Income Area/HPSA
77033,Houston,TX,Low Income Area/HPSA
77037,Houston,TX,Low Income Area/HPSA
77038,Houston,TX,Low Income Area/HPSA
77039,Houston,TX,Low Income Area/HPSA
77047,Houston,TX,Low Income Area/HPSA
77048,Houston,TX,Low Income Area/HPSA
77051,Houston,TX,Low Income Area/HPSA
77060,Houston,TX,Low Income Area/HPSA
77061,Houston,TX,Low Income Area/HPSA
77075,Houston,TX,Low Income Area/HPSA
77076,Houston,TX,Low Income Area/HPSA
77078,Houston,TX,Low Income Area/HPSA
77086,Houston,TX,Low Income Area/HPSA
77087,Houston,TX,Low Income Area/HPSA
77088,Houston,TX,Low Income Area/HPSA
77091,Houston,TX,Low Income Area/HPSA
77093,Houston,TX,Low Income Area/HPSA
77010,Houston,TX,Low Income Area
77013,Houston,TX,Low Income Area
77014,Houston,TX,Low Income Area
77018,Houston,TX,Low Income Area
77031,Houston,TX,Low Income Area
77034,Houston,TX,Low Income Area
77035,Houston,TX,Low Income Area
77036,Houston,TX,Low Income Area
77040,Houston,TX,Low Income Area
77042,Houston,TX,Low Income Area
77043,Houston,TX,Low Income Area
77044,Houston,TX,Low Income Area
77045,Houston,TX,Low Income Area
77049,Houston,TX,Low Income Area
77050,Houston,TX,Low Income Area
77054,Houston,TX,Low Income Area
77055,Houston,TX,Low Income Area
77057,Houston,TX,Low Income Area
77058,Houston,TX,Low Income Area
77063,Houston,TX,Low Income Area
77064,Houston,TX,Low Income Area
77066,Houston,TX,Low Income Area
77067,Houston,TX,Low Income Area
77071,Houston,TX,Low Income Area
77072,Houston,TX,Low Income Area
77073,Houston,TX,Low Income Area
77074,Houston,TX,Low Income Area
77080,Houston,TX,Low Income Area
77081,Houston,TX,Low Income Area
77082,Houston,TX,Low Income Area
77083,Houston,TX,Low Income Area
77084,Houston,TX,Low Income Area
77085,Houston,TX,Low Income Area
77089,Houston,TX,Low Income Area
77090,Houston,TX,Low Income Area
77092,Houston,TX,Low Income Area
77099,Houston,TX,Low Income Area
77053,Houston,TX,Low Income Area
75459,Howe,TX,HPSA
76648,Hubbard,TX,Low Income Area/HPSA
75656,Hughes Springs,TX,Low Income Area/HPSA
77564,Hull,TX,Low Income Area/HPSA
77338,Humble,TX,Low Income Area
77396,Humble,TX,Low Income Area
78024,Hunt,TX,Low Income Area
75949,Huntington,TX,Low Income Area/HPSA
77320,Huntsville,TX,Low Income Area/HPSA
77340,Huntsville,TX,Low Income Area/HPSA
76053,Hurst,TX,Low Income Area
75141,Hutchins,TX,Low Income Area
78635,Hye,TX,HPSA
79329,Idalou,TX,Low Income Area
79743,Imperial,TX,Low Income Area/HPSA
78944,Industry,TX,HPSA
78025,Ingram,TX,Low Income Area
77861,Iola,TX,HPSA
76367,Iowa Park,TX,HPSA
79527,Ira,TX,HPSA
79527,Ira,TX,HPSA
79744,Iraan,TX,HPSA
76649,Iredell,TX,Low Income Area/HPSA
75038,Irving,TX,Low Income Area
75060,Irving,TX,Low Income Area
75061,Irving,TX,Low Income Area
75062,Irving,TX,Low Income Area
76651,Italy,TX,Low Income Area
76055,Itasca,TX,Low Income Area/HPSA
75447,Ivanhoe,TX,HPSA
76458,Jacksboro,TX,Low Income Area/HPSA
75766,Jacksonville,TX,Low Income Area
76537,Jarrell,TX,Low Income Area
75951,Jasper,TX,Low Income Area/HPSA
79528,Jayton,TX,Low Income Area/HPSA
75657,Jefferson,TX,Low Income Area/HPSA
76459,Jermyn,TX,Low Income Area/HPSA
75846,Jewett,TX,Low Income Area/HPSA
75954,Joaquin,TX,Low Income Area/HPSA
78636,Johnson City,TX,HPSA
76538,Jonesboro,TX,HPSA
76058,Joshua,TX,Low Income Area
78026,Jourdanton,TX,Low Income Area/HPSA
76849,Junction,TX,Low Income Area/HPSA
79330,Justiceburg,TX,Low Income Area/HPSA
76247,Justin,TX,HPSA
75661,Karnack,TX,Low Income Area/HPSA
78118,Karnes City,TX,Low Income Area/HPSA
77449,Katy,TX,Low Income Area
77493,Katy,TX,HPSA
77494,Katy,TX,HPSA
75142,Kaufman,TX,Low Income Area
76059,Keene,TX,Low Income Area
75143,Kemp,TX,Low Income Area/HPSA
76539,Kempner,TX,HPSA
76539,Kempner,TX,HPSA
78027,Kendalia,TX,Low Income Area
78119,Kenedy,TX,Low Income Area/HPSA
75847,Kennard,TX,Low Income Area/HPSA
76060,Kennedale,TX,Low Income Area
75144,Kerens,TX,Low Income Area/HPSA
79745,Kermit,TX,Low Income Area/HPSA
78028,Kerrville,TX,Low Income Area
75662,Kilgore,TX,Low Income Area/HPSA
76544,Killeen,TX,Low Income Area/HPSA
76549,Killeen,TX,Low Income Area/HPSA
76541,Killeen,TX,Low Income Area
76543,Killeen,TX,Low Income Area
78638,Kingsbury,TX,Low Income Area/HPSA
78639,Kingsland,TX,Low Income Area/HPSA
78363,Kingsville,TX,Low Income Area
77339,Kingwood,TX,HPSA
75956,Kirbyville,TX,Low Income Area/HPSA
75448,Klondike,TX,Low Income Area/HPSA
78870,Knippa,TX,Low Income Area/HPSA
79748,Knott,TX,Low Income Area/HPSA
79529,Knox City,TX,Low Income Area/HPSA
76652,Kopperl,TX,Low Income Area/HPSA
76653,Kosse,TX,Low Income Area
77625,Kountze,TX,Low Income Area
79052,Kress,TX,Low Income Area/HPSA
78640,Kyle,TX,HPSA
78640,Kyle,TX,HPSA
78039,La Coste,TX,Low Income Area/HPSA
78559,La Feria,TX,Low Income Area
78945,La Grange,TX,Low Income Area/HPSA
78560,La Joya,TX,Low Income Area
77568,La Marque,TX,Low Income Area
77571,La Porte,TX,HPSA
78872,La Pryor,TX,Low Income Area/HPSA
78121,La Vernia,TX,HPSA
78121,La Vernia,TX,HPSA
75449,Ladonia,TX,Low Income Area/HPSA
75450,Lake Creek,TX,Low Income Area/HPSA
78063,Lakehills,TX,Low Income Area/HPSA
79239,Lakeview,TX,Low Income Area/HPSA
79331,Lamesa,TX,Low Income Area/HPSA
76550,Lampasas,TX,Low Income Area/HPSA
75134,Lancaster,TX,Low Income Area/HPSA
75667,Laneville,TX,Low Income Area/HPSA
78040,Laredo,TX,Low Income Area/HPSA
78041,Laredo,TX,Low Income Area/HPSA
78043,Laredo,TX,Low Income Area/HPSA
78046,Laredo,TX,Low Income Area/HPSA
78045,Laredo,TX,Low Income Area
75770,Larue,TX,Low Income Area/HPSA
78843,Laughlin A F B,TX,Low Income Area/HPSA
78873,Leakey,TX,Low Income Area/HPSA
78641,Leander,TX,HPSA
78645,Leander,TX,HPSA
78946,Ledbetter,TX,HPSA
78946,Ledbetter,TX,HPSA
78946,Ledbetter,TX,HPSA
75451,Leesburg,TX,Low Income Area/HPSA
78122,Leesville,TX,Low Income Area/HPSA
79240,Lelia Lake,TX,Low Income Area/HPSA
79749,Lenorah,TX,Low Income Area
75850,Leona,TX,HPSA
75452,Leonard,TX,HPSA
75452,Leonard,TX,HPSA
79336,Levelland,TX,Low Income Area
75057,Lewisville,TX,Low Income Area
78947,Lexington,TX,HPSA
77575,Liberty,TX,Low Income Area/HPSA
78642,Liberty Hill,TX,HPSA
78948,Lincoln,TX,HPSA
75563,Linden,TX,Low Income Area/HPSA
78563,Linn,TX,Low Income Area
76462,Lipan,TX,Low Income Area/HPSA
79056,Lipscomb,TX,HPSA
79339,Littlefield,TX,Low Income Area/HPSA
77351,Livingston,TX,Low Income Area/HPSA
78643,Llano,TX,Low Income Area
78644,Lockhart,TX,Low Income Area/HPSA
79241,Lockney,TX,Low Income Area
76852,Lohn,TX,HPSA
77971,Lolita,TX,HPSA
76853,Lometa,TX,Low Income Area/HPSA
76854,London,TX,HPSA
76854,London,TX,HPSA
75453,Lone Oak,TX,Low Income Area/HPSA
75668,Lone Star,TX,Low Income Area/HPSA
75669,Long Branch,TX,HPSA
75601,Longview,TX,Low Income Area/HPSA
75602,Longview,TX,Low Income Area/HPSA
75603,Longview,TX,Low Income Area/HPSA
75604,Longview,TX,Low Income Area
75605,Longview,TX,HPSA
79342,Loop,TX,Low Income Area/HPSA
79532,Loraine,TX,Low Income Area/HPSA
76655,Lorena,TX,HPSA
79343,Lorenzo,TX,Low Income Area/HPSA
78566,Los Fresnos,TX,Low Income Area
76656,Lott,TX,Low Income Area/HPSA
77455,Louise,TX,Low Income Area/HPSA
75851,Lovelady,TX,Low Income Area/HPSA
76460,Loving,TX,Low Income Area/HPSA
79401,Lubbock,TX,Low Income Area/HPSA
79403,Lubbock,TX,Low Income Area/HPSA
79404,Lubbock,TX,Low Income Area/HPSA
79411,Lubbock,TX,Low Income Area/HPSA
79412,Lubbock,TX,Low Income Area/HPSA
79415,Lubbock,TX,Low Income Area/HPSA
79407,Lubbock,TX,Low Income Area
79409,Lubbock,TX,Low Income Area
79410,Lubbock,TX,Low Income Area
79413,Lubbock,TX,Low Income Area
79414,Lubbock,TX,Low Income Area
79416,Lubbock,TX,Low Income Area
79423,Lubbock,TX,HPSA
79533,Lueders,TX,HPSA
79533,Lueders,TX,HPSA
75901,Lufkin,TX,Low Income Area/HPSA
75904,Lufkin,TX,Low Income Area/HPSA
78648,Luling,TX,Low Income Area/HPSA
78569,Lyford,TX,Low Income Area/HPSA
78052,Lytle,TX,Low Income Area/HPSA
75147,Mabank,TX,Low Income Area/HPSA
75156,Mabank,TX,Low Income Area/HPSA
77864,Madisonville,TX,Low Income Area/HPSA
77355,Magnolia,TX,Low Income Area/HPSA
75148,Malakoff,TX,Low Income Area/HPSA
76660,Malone,TX,Low Income Area/HPSA
78652,Manchaca,TX,HPSA
78653,Manor,TX,Low Income Area/HPSA
79344,Maple,TX,Low Income Area/HPSA
79842,Marathon,TX,HPSA
78654,Marble Falls,TX,Low Income Area/HPSA
79843,Marfa,TX,Low Income Area/HPSA
75566,Marietta,TX,Low Income Area/HPSA
78124,Marion,TX,HPSA
77456,Markham,TX,Low Income Area
76661,Marlin,TX,Low Income Area/HPSA
77865,Marquez,TX,Low Income Area/HPSA
75670,Marshall,TX,Low Income Area/HPSA
75672,Marshall,TX,Low Income Area/HPSA
76664,Mart,TX,Low Income Area
78655,Martindale,TX,Low Income Area/HPSA
79535,Maryneal,TX,HPSA
76856,Mason,TX,Low Income Area/HPSA
79058,Masterson,TX,Low Income Area/HPSA
79244,Matador,TX,Low Income Area/HPSA
78368,Mathis,TX,Low Income Area/HPSA
75567,Maud,TX,Low Income Area
78656,Maxwell,TX,Low Income Area/HPSA
76857,May,TX,Low Income Area
79752,MC Camey,TX,Low Income Area/HPSA
79534,MC Caulley,TX,Low Income Area/HPSA
78650,MC Dade,TX,Low Income Area/HPSA
76657,MC Gregor,TX,Low Income Area/HPSA
78123,MC Queeney,TX,Low Income Area/HPSA
79243,McAdoo,TX,Low Income Area/HPSA
78501,McAllen,TX,Low Income Area
78503,McAllen,TX,Low Income Area
78504,McAllen,TX,Low Income Area
75069,McKinney,TX,Low Income Area
79057,McLean,TX,Low Income Area/HPSA
79345,Meadow,TX,Low Income Area/HPSA
78055,Medina,TX,Low Income Area/HPSA
76858,Melvin,TX,HPSA
79245,Memphis,TX,Low Income Area/HPSA
76859,Menard,TX,Low Income Area/HPSA
79754,Mentone,TX,HPSA
78570,Mercedes,TX,Low Income Area
76665,Meridian,TX,Low Income Area/HPSA
79536,Merkel,TX,Low Income Area/HPSA
76666,Mertens,TX,Low Income Area/HPSA
76941,Mertzon,TX,HPSA
75149,Mesquite,TX,Low Income Area/HPSA
75180,Mesquite,TX,Low Income Area/HPSA
75150,Mesquite,TX,Low Income Area
75181,Mesquite,TX,HPSA
76667,Mexia,TX,Low Income Area
77974,Meyersville,TX,Low Income Area
